企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
青海省新华发行(集团)有限公司小桥新华书店,91630100MA752UBB7T,1992-03-09,N/A,王宁,"N/A","图书、期刊、报纸、音像制品及电子出版物、家具、预包装食品兼散装食品批发零售；在青海省内开展中小学教科书发行活动；文化及办公用品、教学仪器设备、电子及数码产品、通讯器材（不含卫星电视广播地面接收设备）、计算机及配件、软件、出版物、土特产、工艺品、日用百货、五金交电、音乐、体育、美术器材、实验设备、厨房设备、钢、木、橡塑桌椅、玩具、文创用品网络销售；电脑图文设计制作；餐饮服务；彩票代售；房屋出租；设计、制作、代理、发布国内各类广告（涉及许可经营项目，应取得相关部门许可后方可经营）",青海,西宁,"西宁市城北区小桥大街31号"
青海省新华发行(集团)有限公司大什字新华书店,91630100MA752UBE1B,1992-03-09,N/A,王昀,"N/A","图书、期刊、报纸、音像制品及电子出版物、家具、预包装食品兼散装食品批发零售；在青海省内开展中小学教科书发行活动；文化及办公用品、教学仪器设备、电子及数码产品、通讯器材（不含卫星电视广播地面接收设备）、计算机及配件、软件、出版物、土特产、工艺品、日用百货、五金交电、音乐、体育、美术器材、实验设备、厨房设备、刚、木、橡塑桌椅、玩具、文创用品网络销售；电脑图文设计制作；餐饮服务；彩票代售；房屋出租；设计、制作、代理、发布国内各类广告（涉及许可经营项目，应取得相关部门许可后方可经营）",青海,西宁,"西宁市城中区东大街40号"
青海省新华发行(集团)有限公司西川新华书店,91630100MA752UBFX3,1992-03-09,N/A,李荣宁,"N/A","书报刊、电子出版物、教材教辅批发、零售（凭许可证经营）；音像制品销售（凭许可证经营）；文化用品销售；房屋出租(上述经营范围依法须经批准的项目，经相关部门批准后方可开展经营活动)※※※",青海,西宁,"西宁市城北区柴达木路357号"
海东市乐都区碾伯中心供销社中岭生产门市部,91632123MA752N2T89,1992-04-21,集体分支机构(非法人),马元庆,"N/A","化肥、农药（不含危险化学品）、农膜、袋装蔬菜种子、中小农具、日用杂品、农副产品",青海,海东,"青海省海东市乐都区中岭乡业善洼村"
天峻县农村信用合作联社江河信用社,91632823MA752WYH8E,1992-06-10,N/A,拉保,"N/A","储蓄、信贷、结算。",青海,海西,"天峻县民族风情步行街西侧北段拐角处"
天峻县农村信用合作联社龙门信用社,91632823MA752WYC76,1992-06-10,N/A,闹日才让,"N/A","储蓄、信贷、结算。",青海,海西,"青海省海西州天峻县龙门乡"
天峻县农村信用合作联社快尔玛信用社,91632823MA752WYL0Q,1992-06-10,N/A,管永全,"N/A","储蓄、信贷、结算。",青海,海西,"青海省海西州天峻县快尔玛乡"
中国邮政集团公司青海省海晏县分公司,91632223757405026X,1992-06-10,N/A,张成良,"N/A","国内和国际邮件寄递业务；机要通信业务和义务兵通信业务；邮政汇兑业务；依法经营邮政储蓄业务；邮票和集邮品销售业务；国家批准的其他业务；各类邮政代理业务；报刊等出版物发行业务；邮政物流（不含前置许可项目）；电子商务等新兴邮政业务；邮政软件开发；邮政工程规划及邮政器材销售；邮政编码信息和经济技术业务开发、咨询与服务；农业生产资料",青海,海北,"青海省海北州海晏县和平路2号"
青海省新华发行集团海南州有限公司倒淌河门市部,91633200MA753CG05B,1992-08-15,N/A,李红梅,"N/A","图书报刊，文化体育用品，磁带，预包装食品、工艺品零售（以上经营范围中依法须经批准的项目，经相关部门批准后方可开展经营活动）※※※",青海,海南,"海南州共和县倒淌河镇北路"
都兰县香日德综合服务加工厂,916328222276401252,1992-09-04,集体所有制,马建华,"8万人民币","木制品、铁皮加工、农机具修理、房屋维修；液化石油气零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）*",青海,海西,"都兰县香日德镇"
